Datetime,Price,Volume,VolOsc,VolOscNorm,Volatility,PredictedVolatility
2023-09-04 14:15:00+05:30,1584.9000244140625,4079627,-266617.21428571455,-0.26087895132745,7.005240624881232,7.371901261433556
2023-09-04 15:15:00+05:30,1584.199951171875,681908,-1099047.3214285716,-0.5976312406839936,7.371901261433556,6.960354622992916
2023-09-05 09:15:00+05:30,1580.5,0,-1010573.0714285716,-0.561839759836593,6.960354622992916,10.440531934489373
2023-09-05 10:15:00+05:30,1577.800048828125,3021586,-1085336.1785714286,-0.5920845182538244,6.6279044900722495,4.931746679703367
2023-09-05 11:15:00+05:30,1576.199951171875,2568678,-1195488.357142857,-0.6366456147269646,4.931746679703367,3.961133543583939
2023-09-05 12:15:00+05:30,1575.5999755859375,2615141,-1279607.75,-0.6706753763620323,3.961133543583939,3.695434583557107
2023-09-05 13:15:00+05:30,1574.0,3450915,-1288755.2857142857,-0.674375931600633,3.695434583557107,3.667450466750836
2023-09-05 14:15:00+05:30,1575.3499755859375,4102028,-1297444.714285714,-0.6778911636177356,3.667450466750836,3.5126031008523158
2023-09-05 15:15:00+05:30,1575.0,756334,-1252096.035714286,-0.6595457539584936,3.5126031008523158,3.754098460935562
2023-09-06 09:15:00+05:30,1584.0999755859375,0,-1252096.035714286,-0.6595457539584936,3.754098460935562,3.977807547139588
2023-09-06 10:15:00+05:30,1584.449951171875,2976171,-1110939.1785714289,-0.6024419870556057,3.977807547139588,4.397920676409993
2023-09-06 11:15:00+05:30,1586.699951171875,3610122,-974337.7857142859,-0.5471810932229405,4.397920676409993,4.656441742103468
2023-09-06 12:15:00+05:30,1586.1500244140625,2051830,-867404.0357142859,-0.5039219837637959,4.656441742103468,5.277782149123319
2023-09-06 13:15:00+05:30,1589.75,4380343,-719887.3571428573,-0.44424540695459513,5.277782149123319,6.444650313631866
2023-09-06 14:15:00+05:30,1595.199951171875,7425722,-84115.78571428591,-0.18704960114547572,6.444650313631866,7.996070289080917
2023-09-06 15:15:00+05:30,1599.5,2973028,422146.2857142859,0.017754273804592463,7.996070289080917,8.653192698268501
2023-09-07 09:15:00+05:30,1595.699951171875,0,422146.2857142859,0.017754273804592463,8.653192698268501,9.781664539513198
2023-09-07 10:15:00+05:30,1602.75,1854425,393172.67857142864,0.006033255484192063,9.781664539513198,9.830961173632792
2023-09-07 11:15:00+05:30,1597.4000244140625,2602271,424685.0357142859,0.01878130282152496,9.830961173632792,14.746441760449187
2023-09-07 12:15:00+05:30,1598.449951171875,1570417,409114.07142857136,0.012482205965572951,9.641073577690156,9.270246344270427
2023-09-07 13:15:00+05:30,1602.6500244140625,2758382,361404.17857142864,-0.00681841219652457,9.270246344270427,9.419195003882107
2023-09-07 14:15:00+05:30,1610.050048828125,4840988,386428.96428571455,0.0033051450939092786,9.419195003882107,8.783895656274893
2023-09-07 15:15:00+05:30,1610.050048828125,1095440,390421.57142857136,0.004920319250059285,8.783895656274893,8.873103001915519
2023-09-08 09:15:00+05:30,1610.4000244140625,0,390421.57142857136,0.004920319250059285,8.873103001915519,9.00997556043799
2023-09-08 10:15:00+05:30,1614.3499755859375,1926059,296781.9285714282,-0.032960775914679274,9.00997556043799,9.780476595627098
2023-09-08 11:15:00+05:30,1621.0999755859375,3095992,195148.03571428545,-0.07407587471057962,9.780476595627098,9.597154564581714
2023-09-08 12:15:00+05:30,1619.6500244140625,2531446,184812.92857142864,-0.07825685154123252,9.597154564581714,9.653875356422812
2023-09-08 13:15:00+05:30,1622.5999755859375,2008104,13842.535714285914,-0.14742142249175177,9.653875356422812,9.808877422587752
2023-09-08 14:15:00+05:30,1622.449951171875,4092274,-224712.57142857136,-0.2439267960705407,9.808877422587752,10.09900524339194
2023-09-08 15:15:00+05:30,1623.5,805504,-383949.85714285704,-0.3083448415677889,10.09900524339194,10.283039289542014
2023-09-11 09:15:00+05:30,1629.75,0,-383949.85714285704,-0.3083448415677889,10.283039289542014,10.549733843880702
2023-09-11 10:15:00+05:30,1628.3499755859375,1425419,-357587.17857142864,-0.2976800514715128,10.549733843880702,9.82501744208134
2023-09-11 11:15:00+05:30,1628.8499755859375,1244709,-407271.2857142857,-0.3177793206851401,9.82501744208134,8.87172098740367
2023-09-11 12:15:00+05:30,1631.5,1432363,-374890.2142857143,-0.3046798426126611,8.87172098740367,7.994186698842021
2023-09-11 13:15:00+05:30,1632.300048828125,1912968,-380350.25,-0.3068886521102718,7.994186698842021,7.684555274201244
2023-09-11 14:15:00+05:30,1632.25,5815686,-371931.0357142857,-0.3034827329094048,7.684555274201244,7.04730055155364
2023-09-11 15:15:00+05:30,1633.0,888558,-391430.6071428573,-0.3113711132835616,7.04730055155364,5.85287599749598
2023-09-12 09:15:00+05:30,1631.75,0,-391430.6071428573,-0.3113711132835616,5.85287599749598,5.341470463908964
2023-09-12 10:15:00+05:30,1637.050048828125,1876977,-355679.5357142857,-0.2969083313067743,5.341470463908964,8.012205695863447
2023-09-12 11:15:00+05:30,1641.0,2181710,-369970.6785714284,-0.30268968764332294,5.935811878293524,5.35109777935492
2023-09-12 12:15:00+05:30,1635.0,3846440,-340135.75,-0.2906202293032088,5.35109777935492,5.060953920305031
2023-09-12 13:15:00+05:30,1637.050048828125,2895798,-223709.57142857113,-0.24352104122899132,5.060953920305031,4.454072072035582
2023-09-12 14:15:00+05:30,1636.699951171875,4145747,-102748.10714285704,-0.19458714314841236,4.454072072035582,3.69614802175509
